name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,defensive_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Lee Dong Jun,85,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Oviedo,85,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Kang In,85,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Walker,85,RB,91,63,77,78,80,82,87,94,51,86,69,57,63,69,77,71,80,81,76,66,69,85,81,79,75,99,99,0,99,99,83,86,80,84
Takuma Asano,85,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Foden,85,LW,82,78,81,88,56,60,86,78,79,82,77,59,64,85,76,68,85,81,73,91,91,83,91,87,84,85,67,0,85,67,49,83,47,64
Memphis Depay,85,CF,83,84,82,86,30,79,82,84,84,87,83,75,76,85,84,83,81,76,85,80,81,84,87,87,80,37,85,0,40,26,69,79,83,72
Marcos Acuña,85,LB,76,74,83,87,80,83,77,76,66,82,81,68,76,82,87,75,84,78,88,83,90,84,88,87,87,99,86,0,99,99,63,91,80,84
Serge Gnabry,85,RM,82,84,79,85,43,69,85,79,86,87,82,83,68,82,78,62,82,75,74,85,88,82,82,87,82,56,62,0,65,64,55,76,69,63
Matthijs de Ligt,85,CB,75,59,61,69,84,87,70,80,50,82,66,45,40,45,52,55,75,67,48,60,62,84,73,65,82,99,99,0,99,99,94,76,94,84
Miguel Almirón,85,RW,93,82,81,86,60,70,95,92,82,90,75,87,80,82,78,75,85,74,82,93,74,84,84,88,79,89,70,0,89,81,55,85,61,79
Bremer,85,CB,80,52,59,68,86,82,79,80,51,71,37,40,45,47,48,25,73,73,44,69,69,83,68,65,77,99,99,0,99,99,85,73,85,85
Theo Hernández,85,LB,93,72,76,81,78,83,92,94,69,83,72,66,50,73,84,64,79,68,69,78,76,85,79,83,80,99,99,0,99,99,68,90,81,82
Shinji Kagawa,85,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikolas Nartey,85,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Bruun Larsen,85,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Vázquez,85,CAM,86,81,83,84,80,78,85,86,80,89,84,64,62,83,87,75,83,80,87,85,86,85,83,85,79,99,93,0,99,99,78,99,63,81
Denzel Dumfries,85,CB,84,68,76,76,81,91,79,88,72,73,58,41,52,64,84,38,83,77,75,72,62,85,78,75,77,99,99,0,99,99,92,94,91,85
Callum Hudson-Odoi,85,LWB,89,74,82,90,80,73,96,85,77,73,72,64,60,82,85,79,84,76,81,92,86,77,89,92,79,99,99,0,99,99,79,82,72,63
Emmanuel Gyasi,85,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Duncan,85,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristhian Stuani,85,ST,81,87,78,80,55,90,80,82,88,90,83,80,99,79,78,65,83,75,76,73,69,85,82,80,87,58,99,0,79,68,99,85,94,83
Alfonso Espino,85,LB,90,66,76,78,81,85,91,89,63,84,58,52,53,67,86,64,75,78,77,79,82,71,74,81,74,99,97,0,99,99,68,93,82,84
Ivan Toney,85,ST,88,86,80,81,60,80,85,91,91,83,76,86,99,88,69,71,89,71,77,87,78,85,84,78,87,82,99,0,80,70,87,77,81,80
Ángel Correa,85,RM,87,86,80,89,52,77,88,87,88,85,88,82,68,85,78,68,83,70,85,92,90,86,89,89,79,67,99,44,74,62,51,86,73,82
Maxence Lacroix,85,CB,83,36,70,69,85,84,81,85,32,50,29,31,41,64,45,33,92,84,47,66,57,80,70,68,82,99,99,0,99,99,87,73,89,81
Javier Hernández,85,ST,87,86,74,73,38,75,93,81,93,84,74,84,76,79,74,60,76,65,77,71,76,84,75,70,78,40,99,0,47,38,92,78,75,65
Alex Telles,85,LB,88,80,86,82,82,78,87,88,68,94,90,71,90,83,89,84,85,84,92,80,75,84,84,82,80,99,99,0,99,99,89,90,68,83
Victor Osimhen,85,ST,92,85,68,80,42,83,88,95,91,82,75,79,78,72,65,50,75,55,66,80,70,86,82,80,81,48,99,0,60,27,92,83,87,71
Antoine Griezmann,85,ST,83,84,85,87,54,75,82,83,84,84,83,87,81,88,86,88,84,83,89,92,85,87,87,86,91,68,99,0,75,69,92,89,67,76
Ousmane Dembélé,85,RW,94,80,82,89,38,59,95,94,78,86,79,79,78,84,88,66,81,79,85,93,84,81,88,92,83,57,68,0,48,52,61,72,54,57
Stefan Posch,85,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Arnautović,85,ST,83,86,82,82,47,85,81,84,85,88,86,83,83,84,80,75,84,77,82,73,80,82,87,80,82,56,99,0,62,57,80,80,90,80
Dodô,85,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Raum,85,LWB,90,62,80,85,84,75,89,90,60,67,68,55,51,81,92,65,76,74,84,84,84,85,84,86,82,99,99,0,99,99,61,85,74,67
Gabriel Jesus,85,ST,86,84,77,88,42,77,89,84,85,86,79,80,77,80,77,56,81,69,79,93,89,87,87,89,80,52,99,0,48,45,82,85,72,78
Clint Dempsey,85,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saeed Al Owairan,85,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Cahill,85,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Crouch,85,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Ricken,85,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Silva,85,CB,77,62,74,76,86,84,71,82,46,82,75,70,69,72,61,62,82,83,63,65,70,88,83,71,91,99,99,0,99,99,97,73,88,84
Arnaut Danjuma,85,LM,91,84,79,86,45,72,88,93,88,84,81,60,78,82,81,62,83,70,83,88,80,83,86,87,81,45,69,0,73,66,71,80,74,58
Cody Gakpo,85,LW,89,84,80,86,43,77,88,89,84,88,85,77,70,82,86,79,79,71,81,83,73,83,86,88,80,60,92,0,58,43,78,82,80,62
Michael Laudrup,85,CF,87,74,84,89,35,63,88,86,74,74,70,75,82,87,84,77,86,77,82,89,77,85,88,91,85,35,68,28,35,26,67,80,62,45
Hernán Crespo,85,ST,86,86,70,84,37,70,86,85,90,85,80,87,87,78,75,60,70,55,70,88,82,82,83,84,88,30,89,30,32,31,84,79,74,47
Fernando Torres,85,ST,87,83,71,85,41,75,89,85,87,81,76,80,86,77,69,65,76,53,78,84,80,91,84,84,91,31,80,38,39,35,82,80,77,64
Ian Wright,85,ST,91,86,66,79,40,74,90,91,88,86,84,85,84,69,53,62,74,65,66,84,79,86,82,74,86,35,83,31,38,35,79,89,70,63
Pierre-Emerick Aubame...,85,ST,87,84,74,79,36,68,85,89,87,82,79,82,82,74,72,76,78,64,80,77,67,84,81,78,83,58,91,0,35,43,75,74,74,43
Davor Šuker,85,ST,86,88,78,87,40,73,85,86,90,87,86,91,87,79,73,85,82,66,89,86,85,83,87,89,86,39,80,35,35,28,81,84,69,67
Jari Litmanen,85,CF,76,85,84,80,33,61,75,76,85,80,85,89,88,87,79,80,88,78,84,73,70,83,86,78,92,46,73,26,23,20,54,76,69,22
Gianfranco Zola,85,CF,90,85,82,91,41,63,93,88,85,87,85,76,82,75,80,86,85,82,87,92,92,80,90,93,85,33,56,41,43,31,53,83,53,67
Luis Hernández,85,ST,93,84,72,84,49,68,94,92,86,81,83,80,86,72,67,79,74,70,75,91,79,83,82,85,80,40,90,43,47,52,88,78,64,59
Laurent Blanc,85,CAM,83,82,75,84,79,78,85,82,86,78,80,72,89,74,56,70,86,84,62,80,76,82,87,84,77,75,79,82,79,78,80,86,77,71
Gennaro Gattuso,85,CM,73,66,76,74,90,88,74,72,61,76,66,58,61,80,61,39,87,84,51,70,81,94,77,70,79,94,64,92,93,91,68,93,84,95
Clarence Seedorf,85,CM,83,81,84,84,71,83,82,83,77,90,85,76,78,84,82,79,86,85,80,79,84,86,86,84,82,75,65,67,77,65,76,86,84,78
Michaël Essien,85,CDM,83,72,75,78,85,87,84,83,65,83,79,74,61,73,66,57,83,79,63,73,85,82,84,73,79,87,68,87,86,85,79,90,87,85
Rui Costa,85,CAM,84,76,84,83,42,75,82,85,70,80,83,81,80,84,80,89,86,84,85,83,79,86,86,82,77,62,48,30,41,39,80,82,76,55
Gheorghe Hagi,85,CAM,86,84,85,87,37,63,88,85,78,91,89,84,85,84,87,90,86,81,88,89,87,80,85,88,84,33,52,31,41,35,73,80,57,55
Claude Makélélé,85,RM,86,64,80,82,70,80,88,85,67,62,65,51,42,84,82,36,86,79,56,88,86,85,84,79,82,69,54,70,74,72,84,87,79,71
Robert Pirès,85,CAM,72,80,86,82,44,66,73,72,83,76,79,77,78,89,85,83,87,83,86,74,73,83,85,82,88,48,55,43,39,38,80,72,67,51
Hamari Traoré,85,RB,88,63,77,81,80,83,86,90,57,80,64,35,52,71,86,45,80,78,79,80,84,81,82,81,77,99,99,0,99,99,90,95,78,80
Ashley Cole,85,LB,91,65,78,80,83,71,92,90,56,74,73,68,71,76,82,60,81,77,78,81,83,85,80,79,81,84,62,85,80,87,72,87,61,78
Sol Campbell,85,CB,84,43,56,56,85,85,81,86,40,60,35,33,37,52,46,16,73,59,33,56,56,83,57,51,77,84,87,86,83,87,84,73,91,84
Emmanuel Petit,85,LB,80,73,80,78,86,83,81,80,63,86,84,72,60,73,77,68,87,82,73,79,73,80,82,76,80,86,81,86,88,87,79,87,80,86
Ronald Koeman,85,CB,67,84,87,76,86,82,65,68,77,96,90,78,96,80,87,96,86,96,93,56,70,85,82,74,90,90,84,85,85,84,75,77,85,80
Nemanja Vidić,85,CB,77,46,55,60,86,87,75,79,41,67,40,42,55,45,43,43,64,68,46,70,74,81,65,47,84,84,88,86,87,86,91,86,85,90
Rio Ferdinand,85,CB,84,48,65,70,84,83,83,85,45,65,35,57,61,57,54,32,78,77,54,60,60,81,78,64,85,83,83,84,86,83,82,78,85,84
Yannick Carrasco,85,LM,89,82,80,87,53,67,89,89,81,85,82,74,81,80,81,80,80,74,87,87,71,81,86,90,84,47,53,0,64,60,71,79,61,65
Jordi Alba,85,LB,84,70,82,82,77,70,86,83,73,64,66,75,59,78,86,63,86,81,82,87,84,79,84,79,80,80,70,74,78,79,80,83,61,75
Matthijs de Ligt,85,CB,75,59,61,69,84,87,69,79,50,82,66,45,40,45,52,55,75,67,48,60,62,84,73,65,82,81,85,0,86,85,93,75,93,83
Marco Reus,85,CAM,70,84,84,85,53,65,75,66,84,86,81,87,79,86,84,85,85,79,88,83,81,86,86,86,86,56,44,59,47,59,68,72,66,51
Jorginho,85,CM,54,67,86,81,73,73,63,47,64,71,62,71,89,88,75,76,92,89,75,75,72,82,87,79,84,81,56,67,81,71,58,87,66,79
Niklas Süle,85,CB,71,48,66,59,85,83,60,80,30,78,62,46,32,66,48,38,79,77,33,34,44,82,64,57,82,81,84,0,89,87,60,65,94,86
Kyle Walker,85,RB,91,63,77,78,80,82,87,94,51,86,69,57,63,69,77,71,80,81,76,66,69,85,81,79,75,80,74,0,84,83,83,86,80,84
Theo Hernández,85,LB,93,72,76,81,78,83,92,94,69,83,72,66,50,73,84,64,79,68,69,78,76,85,79,83,80,78,74,74,81,80,68,90,81,82
İlkay Gündoğan,85,CM,64,80,85,85,72,72,66,63,81,79,81,75,80,86,78,80,88,85,86,77,77,86,90,85,87,75,50,76,75,67,61,74,73,70
Pierre-Emerick Aubame...,85,ST,87,84,74,79,36,68,85,89,87,82,79,82,82,74,72,76,78,64,80,77,67,84,81,78,83,48,76,0,29,36,75,74,74,43
Jamie Vardy,85,ST,84,84,70,79,52,72,85,84,90,87,65,85,85,74,69,61,74,60,69,74,75,88,83,76,86,49,78,45,52,54,80,73,65,86
Marcos Acuña,85,LB,76,74,83,87,80,83,77,76,66,82,81,68,76,82,87,75,84,78,88,83,90,84,88,87,87,80,60,81,85,84,63,91,80,84
Nabil Fekir,85,CAM,83,82,82,87,38,80,88,79,83,84,83,77,74,87,81,79,83,77,83,85,91,81,86,89,89,34,49,34,42,30,64,80,81,79
Filip Kostić,85,LM,84,78,82,82,68,80,87,82,76,86,78,75,66,81,92,80,80,77,83,76,79,82,82,84,82,63,59,0,72,68,67,90,77,80
Iago Aspas,85,ST,82,85,79,86,35,63,78,85,90,79,80,84,82,81,80,83,79,73,79,87,72,84,86,87,85,39,76,41,21,18,66,70,60,63
Patrik Schick,85,ST,78,83,71,83,36,76,74,82,87,82,80,80,67,74,64,56,78,64,78,83,67,82,85,83,84,25,86,0,24,19,75,69,83,65
Diogo Jota,85,CF,85,83,75,85,57,77,88,82,86,85,75,79,69,77,73,58,77,72,77,86,85,87,84,85,80,56,84,0,57,45,81,83,71,85
Sergio Busquets,85,CDM,42,62,79,79,82,73,40,43,67,61,54,50,60,83,62,68,87,85,66,66,50,81,85,80,90,84,68,0,83,82,66,75,70,79
Memphis Depay,85,CF,83,84,82,86,30,79,82,84,84,87,83,75,76,85,84,83,81,76,85,80,81,84,87,87,80,28,65,23,31,20,69,79,83,72
Serge Gnabry,85,RM,82,84,79,85,43,69,85,79,86,87,82,83,68,82,78,62,82,75,74,85,88,82,82,87,82,38,42,45,44,43,55,76,69,63
Pedri,85,CM,79,67,81,87,68,73,82,76,68,66,67,56,53,88,68,62,87,85,79,88,90,85,88,87,87,72,50,68,73,63,65,88,70,62
Gerard Moreno,85,ST,78,86,77,83,46,72,78,78,89,83,82,81,85,78,77,62,79,75,77,77,72,85,84,85,80,42,82,0,41,41,79,77,74,61
Paul Pogba,85,CM,67,80,85,85,62,80,60,72,74,90,84,84,80,90,73,82,87,92,85,71,65,77,87,89,85,62,74,53,67,63,80,65,88,79
Phil Foden,85,LW,82,78,81,88,56,60,86,78,79,82,77,59,64,85,76,68,85,81,73,91,91,83,91,87,84,59,47,58,59,47,49,83,47,64
Jesper Lindstrøm,84,CAM,91,80,79,85,58,73,92,91,83,82,80,66,55,85,71,65,84,77,71,90,89,75,84,86,77,48,53,56,69,59,60,86,64,81
Dante,84,CB,40,59,75,73,85,84,40,40,53,70,60,54,68,71,64,61,85,85,56,48,66,84,86,69,89,85,84,87,85,82,70,73,92,82
Ellyes Skhiri,84,CDM,75,78,77,81,84,81,72,77,79,81,78,65,63,73,73,60,84,77,78,80,69,84,83,80,81,90,80,85,82,78,82,98,72,83
Mario Hermoso,84,CB,80,54,78,76,86,84,77,83,46,73,52,45,50,71,76,59,85,82,73,76,64,85,80,72,83,85,86,87,86,84,87,79,84,87
Jarrod Bowen,84,RW,84,82,80,86,48,70,85,83,85,79,81,73,75,81,85,76,82,72,77,84,88,83,86,87,82,40,70,53,44,39,69,86,67,60
Nicolas Pallois,84,CB,80,60,76,78,87,90,71,86,49,88,63,71,50,64,74,51,87,88,51,64,42,86,82,81,95,86,82,87,89,86,84,71,99,95
Luke Shaw,84,CB,82,58,82,82,84,83,80,83,47,79,58,60,41,84,86,57,84,74,87,74,82,80,84,82,85,83,81,84,86,83,88,77,82,90
Nuno Santos,84,LWB,87,78,82,86,72,77,89,86,74,88,78,86,73,81,86,79,81,78,86,87,77,85,86,87,81,87,73,74,63,56,65,91,68,84
Maxence Caqueret,84,CDM,80,63,80,86,80,76,82,78,60,68,64,53,58,87,65,57,89,84,72,91,89,83,85,85,83,85,51,80,86,76,47,95,63,93
Garrido,84,CDM,78,80,84,83,85,86,76,80,70,99,75,57,63,86,62,74,96,93,62,54,65,99,96,80,99,86,72,85,87,83,46,86,90,85
João Félix,84,CF,83,80,81,88,40,67,84,83,79,80,81,83,68,86,77,67,83,76,83,88,84,83,88,89,86,40,69,30,42,35,76,75,62,68
Federico Valverde,84,CM,87,74,79,79,78,80,82,91,69,83,81,70,59,81,66,66,86,85,70,76,68,84,83,78,82,81,59,79,81,79,62,86,79,81
Jude Bellingham,84,CM,75,75,78,84,77,80,78,73,77,78,74,71,56,84,66,49,84,82,68,81,79,84,84,85,79,80,67,79,78,76,76,89,74,85
Kai Havertz,84,CAM,81,79,79,84,45,66,76,85,81,74,78,80,73,82,74,53,84,79,84,77,75,84,85,85,84,38,80,39,46,38,75,77,69,42
Tahith Chong,84,LM,85,99,78,82,51,68,83,86,99,99,99,99,89,79,79,71,77,77,78,88,67,67,83,86,69,48,52,49,54,49,60,71,65,71
Taylor Booth,84,CM,85,80,83,86,70,70,89,81,79,87,85,68,59,82,79,78,87,83,74,99,99,80,86,85,71,73,55,63,81,73,84,83,64,64
Saleh Al Shehri,84,ST,84,85,65,80,44,87,84,84,90,82,75,83,88,69,50,49,80,49,69,85,70,87,83,77,82,36,87,42,35,49,90,82,92,80
Jesper Lindstrøm,84,LM,93,81,80,87,59,74,94,93,84,83,81,67,56,86,72,66,85,78,72,93,91,77,86,88,79,49,54,57,70,60,61,87,65,82
Piero Hincapié,84,LB,87,44,70,78,84,81,83,90,45,56,30,33,37,58,60,35,85,81,61,80,71,81,80,77,83,99,99,None,99,99,88,81,81,78
Gabriel Martinelli,84,LM,92,77,75,86,52,75,93,91,82,76,70,66,65,82,81,54,78,55,79,88,85,83,85,88,81,60,99,None,72,70,61,86,67,85
Darwin Núñez,84,LW,91,84,71,80,44,88,93,90,85,88,77,80,80,74,70,64,72,63,78,81,70,87,80,79,86,58,99,None,55,47,78,91,90,80
Otávio,84,RM,81,72,83,87,65,73,84,79,71,75,70,69,75,86,82,75,84,81,83,87,85,84,87,88,83,94,86,None,99,79,56,88,64,82
Pierre-Emile Højbjerg,84,CDM,56,74,78,78,81,83,57,55,69,86,81,65,57,74,69,75,84,82,71,66,68,85,81,79,85,99,96,None,99,99,66,88,80,88
Otávio,84,RM,81,72,83,87,65,73,84,79,71,75,70,69,75,86,82,75,84,81,83,87,85,84,87,88,83,64,59,68,69,54,56,88,64,82
Edmond Tapsoba,84,CB,74,57,69,74,86,83,78,71,60,78,32,35,81,70,41,34,85,83,57,70,68,84,78,70,85,86,85,85,89,80,82,79,87,78
Darwin Núñez,84,LW,91,84,71,80,44,88,93,90,85,88,77,80,80,74,70,64,72,63,78,81,70,87,80,79,86,58,99,0,55,47,78,91,90,80
José María Giménez,84,CB,72,47,58,61,86,84,71,72,38,75,49,34,39,47,48,45,71,68,37,53,57,79,67,55,76,99,99,0,99,99,91,71,87,89
Mason Mount,84,CAM,74,81,85,82,55,67,76,72,81,81,83,75,69,83,83,84,87,84,82,77,76,84,85,82,84,83,83,0,80,58,54,86,58,68
Youri Tielemans,84,CM,56,80,86,81,70,73,58,54,74,87,87,79,77,87,82,78,89,88,84,67,77,84,85,81,85,99,94,0,99,95,68,85,69,69
Gabriel Jesus,84,ST,85,83,75,87,41,75,88,83,84,85,78,79,76,78,75,55,79,67,77,92,88,86,86,88,79,50,99,0,47,44,80,83,70,76
Federico Valverde,84,CM,87,74,79,79,78,80,82,91,69,83,81,70,59,81,66,66,86,85,70,76,68,84,83,78,82,99,85,0,99,99,62,86,79,81
Thomas Lemar,84,CM,83,79,84,88,69,65,85,82,78,80,80,78,70,86,83,82,85,81,86,91,86,83,87,89,81,99,73,0,99,93,69,81,57,64
Moussa Djitté,84,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Gakpo,84,LW,88,83,78,85,42,75,87,88,83,87,84,76,69,80,84,77,77,69,79,82,72,82,85,87,79,58,90,0,57,42,76,80,78,61
Declan Rice,84,CDM,71,64,74,76,82,83,68,74,61,74,65,50,71,79,55,58,83,84,58,55,67,81,79,78,83,99,99,0,99,99,75,91,80,85
Mohammed Kudus,84,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Diaby,84,RM,93,73,75,87,42,59,95,92,80,73,64,67,50,77,76,42,80,73,71,93,94,77,86,89,76,72,42,0,52,69,62,82,44,67
Carlos Soler,84,CM,81,78,84,81,72,73,79,83,79,78,77,67,87,86,78,86,86,85,81,77,74,84,82,81,77,99,79,0,99,96,59,85,72,66
Alphonso Davies,84,LB,94,66,77,85,76,77,96,93,64,74,63,59,60,77,85,44,82,67,72,86,84,84,84,87,78,99,99,0,99,99,78,81,75,77
Hakim Ziyech,84,RW,77,78,88,84,51,66,79,75,74,84,81,75,68,89,89,79,87,90,91,84,79,84,85,84,80,70,72,0,79,57,34,79,59,74
Krépin Diatta,84,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Dembélé,84,RW,94,78,80,88,37,57,95,94,76,84,77,77,76,82,86,65,79,77,83,92,83,80,87,91,82,56,66,0,46,51,59,69,52,55
Lucas Hernández,84,CB,77,54,70,71,84,80,77,77,53,62,51,46,42,64,79,40,78,64,60,70,72,85,76,65,77,99,99,0,99,99,86,76,78,90
Antoine Griezmann,84,ST,81,83,84,86,53,73,80,81,83,83,82,86,80,87,85,87,83,82,88,91,84,86,86,85,90,67,99,0,73,68,89,86,65,74
Carvajal,84,RB,82,54,77,80,78,79,80,84,51,68,47,49,45,72,82,47,82,74,76,78,82,79,83,78,80,99,99,0,99,99,77,85,74,85
Montassar Talbi,84,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark-Anthony Kaye,84,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dries Mertens,84,CF,83,82,80,88,34,49,90,78,84,80,82,70,79,84,73,82,84,72,82,92,92,80,88,88,81,45,50,0,50,50,58,65,37,59
Thomas Partey,84,CDM,65,71,81,80,80,83,61,68,66,86,78,56,49,85,74,70,85,85,69,67,50,82,83,84,86,99,97,0,99,99,83,82,84,84
Jack Grealish,84,LW,76,76,83,87,46,69,78,75,76,76,79,72,58,86,82,74,84,81,78,84,84,81,87,88,88,65,53,0,73,64,32,80,70,60
Eden Hazard,84,LW,83,80,82,87,35,63,84,82,79,83,78,83,88,84,77,79,85,81,83,85,89,77,87,89,88,57,85,0,38,31,55,74,61,54
Alejandro Gómez,84,CAM,86,78,83,85,39,54,90,83,77,79,82,72,72,85,83,79,83,78,85,91,93,80,85,84,85,65,62,0,49,55,67,71,44,56
Dušan Tadić,84,LW,68,81,86,84,43,77,68,68,83,79,77,80,84,88,88,79,87,80,85,73,84,84,87,84,87,63,99,0,52,40,59,88,81,56
Leroy Sané,84,LM,88,81,80,85,38,66,89,88,80,86,80,84,71,81,82,83,82,70,84,87,81,82,85,86,82,48,99,0,45,49,64,70,66,63
Pau Torres,84,CB,74,39,68,71,85,82,71,77,29,60,41,42,43,68,56,28,81,77,46,69,53,81,80,65,74,99,99,0,99,99,81,81,83,80
Rúben Neves,84,CM,59,75,87,78,77,74,64,55,66,86,83,83,77,88,81,82,89,89,86,69,73,81,83,76,87,99,77,0,99,99,67,80,68,84
Reece James,84,RWB,81,70,82,82,80,82,79,83,66,83,69,62,52,80,88,76,82,78,82,75,88,81,81,83,82,99,99,0,99,99,75,83,85,74
Raphaël Varane,84,CB,81,49,64,66,85,80,77,84,46,52,53,42,43,59,42,52,78,77,46,62,39,82,75,61,82,99,99,0,99,99,80,67,87,78
Giorgian De Arrascaeta,84,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ángel Correa,84,ST,86,85,78,88,51,75,87,86,87,84,87,81,67,83,76,66,81,68,83,91,89,85,88,88,78,66,98,0,73,61,50,84,71,80
Cameron Carter-Vickers,84,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mateo Kovačić,84,CM,70,69,83,88,71,71,77,65,61,79,75,76,59,86,73,70,90,84,79,86,84,82,89,89,84,99,61,0,99,99,75,79,65,77
Almoez Ali,84,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merino,84,CM,74,79,82,83,83,82,74,74,80,85,79,59,61,82,78,70,85,83,81,76,73,85,86,84,81,99,99,0,99,99,82,85,80,82
Piotr Zieliński,84,CAM,82,77,82,87,71,63,84,80,76,80,84,76,52,85,74,66,86,82,81,87,81,83,89,89,77,99,75,0,99,99,53,80,58,57
Yasser Al Shahrani,84,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dušan Vlahović,84,ST,80,85,66,78,28,79,77,82,88,84,82,78,73,68,57,59,73,59,69,61,52,85,85,80,80,29,94,0,32,29,68,79,88,60
Reggie Cannon,84,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadon Sancho,84,LW,81,74,81,89,36,59,84,78,77,71,65,83,74,85,80,65,86,70,84,90,89,81,88,91,85,52,51,0,52,43,51,66,62,44
Wissam Ben Yedder,84,ST,81,84,78,88,39,68,82,81,87,84,74,85,85,80,74,76,83,66,82,91,91,85,88,87,85,59,99,0,44,35,77,72,68,62
Presnel Kimpembe,84,CB,81,44,69,70,84,87,80,81,34,72,38,34,53,65,60,32,81,76,51,69,60,81,79,64,80,99,99,0,99,99,80,80,89,91
Jordan Henderson,84,CM,67,75,84,79,79,82,67,67,74,78,76,72,65,81,83,75,86,88,81,67,68,86,84,79,81,99,94,0,99,99,79,87,79,84
Marcos Llorente,84,CM,88,79,81,82,78,81,85,90,80,84,77,66,65,84,74,63,86,81,75,82,68,85,84,82,83,99,97,0,99,99,69,90,77,82
Diogo Dalot,84,RB,85,68,80,84,81,83,85,85,59,88,73,50,49,77,84,48,85,75,88,83,76,81,83,87,81,99,99,0,99,99,92,84,81,86
John Stones,84,CB,73,52,72,76,85,78,69,77,53,56,45,45,53,68,63,38,84,76,53,67,60,83,84,73,81,99,99,0,99,99,84,74,79,81
Achraf Hakimi,84,RB,92,75,79,80,75,78,91,93,75,80,73,74,60,77,84,74,81,73,77,82,78,81,82,79,72,99,96,0,99,99,79,92,72,75
Cristian Romero,84,CB,74,47,58,66,86,83,76,73,49,52,37,53,41,42,43,39,75,65,55,68,69,83,69,60,81,99,99,0,99,99,86,75,83,91
Fabián,84,CM,62,80,81,84,75,73,68,57,80,78,86,68,68,85,73,62,86,81,76,72,68,82,89,86,86,99,95,0,99,99,47,91,68,69
Kai Havertz,84,CAM,81,79,79,84,45,66,76,85,81,74,78,80,73,82,74,53,84,79,84,77,75,84,85,85,84,52,99,0,63,52,75,77,69,42
Nouhou,84,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koke,84,CM,71,73,85,80,79,80,73,70,70,82,76,57,68,84,86,78,87,85,85,73,82,85,82,78,86,99,89,0,99,99,60,92,76,79
Ajdin Hrustić,84,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ángel Di María,84,RW,79,79,84,87,48,67,80,78,76,83,84,78,73,87,85,88,82,80,92,91,75,83,87,88,86,58,70,0,75,71,70,74,61,73
Alireza Jahanbakhsh,84,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Ramos,84,CB,61,69,73,70,83,77,67,57,65,79,64,69,90,71,63,75,78,80,72,66,65,85,78,63,86,99,99,0,99,99,91,56,81,90
Canales,84,RM,83,79,85,82,68,71,84,82,78,78,84,67,80,90,81,84,84,86,85,83,81,84,83,82,80,99,69,0,99,86,39,80,71,68
Stefan de Vrij,84,CB,68,41,65,69,87,79,66,69,25,65,60,27,41,70,49,36,75,71,45,61,59,85,73,66,85,99,99,0,99,99,80,80,79,77
Éder Militão,84,CB,86,50,70,72,85,82,83,88,48,62,42,34,60,59,69,40,79,76,60,70,62,85,74,70,74,99,99,0,99,99,85,86,79,84
