name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Paolo Maldini,88.0,LB,87.0,54.0,73.0,65.0,90.0,78.0,87.0,87.0,54.0,73.0,38.0,65.0,54.0,68.0,78.0,31.0,81.0,79.0,36.0,67.0,69.0,84.0,67.0,57.0,88.0,90.0,91.0,91.0,90.0,82.0,85.0,79.0,66.0
Alessandro Nesta,88.0,CB,70.0,40.0,63.0,65.0,90.0,85.0,72.0,68.0,37.0,49.0,37.0,37.0,45.0,59.0,52.0,36.0,76.0,68.0,42.0,36.0,51.0,91.0,76.0,60.0,82.0,95.0,80.0,89.0,89.0,81.0,68.0,93.0,86.0
Lothar Matthäus,88.0,CB,82.0,82.0,87.0,77.0,90.0,80.0,84.0,80.0,73.0,89.0,90.0,86.0,93.0,91.0,82.0,87.0,89.0,89.0,73.0,71.0,71.0,95.0,86.0,70.0,93.0,96.0,76.0,92.0,91.0,71.0,86.0,74.0,92.0
Franco Baresi,88.0,CB,71.0,47.0,70.0,72.0,89.0,82.0,69.0,73.0,43.0,55.0,46.0,46.0,64.0,54.0,64.0,41.0,85.0,82.0,54.0,77.0,79.0,86.0,83.0,61.0,82.0,90.0,87.0,89.0,90.0,83.0,88.0,78.0,84.0
Cafu,88.0,RB,89.0,55.0,82.0,85.0,86.0,83.0,90.0,88.0,44.0,64.0,63.0,61.0,72.0,82.0,90.0,62.0,83.0,75.0,74.0,76.0,80.0,85.0,86.0,87.0,86.0,89.0,73.0,87.0,85.0,80.0,89.0,83.0,75.0
Paolo Maldini,88.0,LB,87.0,54.0,73.0,65.0,90.0,78.0,87.0,87.0,54.0,73.0,38.0,65.0,54.0,68.0,78.0,31.0,81.0,79.0,36.0,67.0,69.0,84.0,67.0,57.0,88.0,90.0,91.0,91.0,90.0,82.0,85.0,79.0,66.0
Alessandro Nesta,88.0,CB,70.0,40.0,63.0,65.0,90.0,85.0,72.0,68.0,37.0,49.0,37.0,37.0,45.0,59.0,52.0,36.0,76.0,68.0,42.0,36.0,51.0,91.0,76.0,60.0,82.0,95.0,80.0,89.0,89.0,81.0,68.0,93.0,86.0
Lothar Matthäus,88.0,CB,82.0,82.0,87.0,77.0,90.0,80.0,84.0,80.0,73.0,89.0,90.0,86.0,93.0,91.0,82.0,87.0,89.0,89.0,73.0,71.0,71.0,95.0,86.0,70.0,93.0,96.0,76.0,92.0,91.0,71.0,86.0,74.0,92.0
Franco Baresi,88.0,CB,71.0,47.0,70.0,72.0,89.0,82.0,69.0,73.0,43.0,55.0,46.0,46.0,64.0,54.0,64.0,41.0,85.0,82.0,54.0,77.0,79.0,86.0,83.0,61.0,82.0,90.0,87.0,89.0,90.0,83.0,88.0,78.0,84.0
Cafu,88.0,RB,89.0,55.0,82.0,85.0,86.0,83.0,90.0,88.0,44.0,64.0,63.0,61.0,72.0,82.0,90.0,62.0,83.0,75.0,74.0,76.0,80.0,85.0,86.0,87.0,86.0,89.0,73.0,87.0,85.0,80.0,89.0,83.0,75.0
Bernardo Silva,88.0,CAM,77.0,78.0,84.0,92.0,61.0,68.0,84.0,71.0,79.0,79.0,78.0,78.0,68.0,85.0,85.0,67.0,89.0,77.0,85.0,94.0,92.0,87.0,91.0,92.0,90.0,60.0,51.0,71.0,53.0,51.0,93.0,54.0,75.0
Luka Modrić,88.0,CM,73.0,76.0,89.0,88.0,72.0,66.0,76.0,70.0,72.0,79.0,82.0,76.0,82.0,90.0,86.0,78.0,91.0,92.0,85.0,91.0,92.0,88.0,90.0,85.0,92.0,80.0,55.0,75.0,72.0,67.0,83.0,58.0,62.0
João Cancelo,88.0,LB,85.0,73.0,85.0,85.0,81.0,73.0,86.0,84.0,69.0,80.0,79.0,62.0,52.0,85.0,88.0,69.0,88.0,79.0,87.0,79.0,78.0,85.0,87.0,86.0,86.0,82.0,72.0,84.0,80.0,72.0,91.0,62.0,76.0
Rúben Dias,88.0,CB,63.0,39.0,66.0,68.0,88.0,88.0,57.0,67.0,29.0,74.0,26.0,32.0,45.0,51.0,54.0,48.0,82.0,76.0,46.0,60.0,56.0,89.0,74.0,64.0,81.0,85.0,87.0,89.0,85.0,78.0,83.0,89.0,92.0
Toni Kroos,88.0,CM,53.0,81.0,90.0,81.0,71.0,68.0,55.0,52.0,77.0,89.0,86.0,82.0,73.0,89.0,88.0,84.0,93.0,93.0,86.0,63.0,71.0,90.0,88.0,80.0,88.0,80.0,58.0,73.0,60.0,32.0,75.0,72.0,60.0
Erling Haaland,88.0,ST,89.0,91.0,65.0,80.0,49.0,87.0,82.0,94.0,94.0,94.0,87.0,88.0,76.0,74.0,47.0,62.0,74.0,53.0,77.0,76.0,72.0,88.0,82.0,78.0,85.0,43.0,79.0,53.0,29.0,74.0,81.0,93.0,85.0
Marquinhos,88.0,CB,79.0,56.0,75.0,74.0,89.0,80.0,77.0,81.0,59.0,65.0,45.0,35.0,52.0,76.0,68.0,32.0,84.0,85.0,58.0,68.0,66.0,88.0,79.0,69.0,86.0,89.0,88.0,89.0,89.0,92.0,82.0,78.0,81.0
Theo Walcott,87.0,RW,99.0,86.0,82.0,87.0,44.0,72.0,99.0,92.0,85.0,91.0,78.0,90.0,87.0,78.0,86.0,81.0,87.0,74.0,84.0,86.0,88.0,87.0,88.0,86.0,87.0,39.0,65.0,44.0,41.0,82.0,47.0,76.0,90.0
Sancet,87.0,ST,87.0,88.0,82.0,86.0,60.0,79.0,89.0,86.0,88.0,93.0,88.0,81.0,77.0,90.0,65.0,64.0,90.0,82.0,72.0,83.0,59.0,85.0,89.0,87.0,80.0,69.0,84.0,62.0,54.0,70.0,77.0,94.0,49.0
Pierre Kalulu,87.0,CB,85.0,56.0,75.0,77.0,87.0,84.0,82.0,88.0,48.0,74.0,57.0,49.0,55.0,65.0,77.0,49.0,86.0,72.0,72.0,77.0,77.0,86.0,83.0,71.0,86.0,85.0,83.0,90.0,86.0,85.0,81.0,84.0,86.0
Marcus Rashford,87.0,LW,92.0,87.0,82.0,86.0,48.0,80.0,88.0,95.0,86.0,98.0,83.0,77.0,90.0,83.0,82.0,83.0,83.0,77.0,90.0,87.0,79.0,85.0,86.0,88.0,80.0,46.0,80.0,44.0,39.0,83.0,81.0,80.0,78.0
Folarin Balogun,87.0,LW,96.0,80.0,84.0,88.0,40.0,77.0,98.0,95.0,85.0,81.0,73.0,76.0,71.0,82.0,66.0,61.0,99.0,82.0,71.0,97.0,84.0,87.0,88.0,88.0,84.0,34.0,99.0,29.0,30.0,70.0,78.0,83.0,61.0
Folarin Balogun,87.0,ST,92.0,87.0,74.0,85.0,40.0,84.0,94.0,91.0,92.0,88.0,79.0,83.0,78.0,73.0,58.0,54.0,90.0,73.0,62.0,94.0,81.0,84.0,85.0,85.0,81.0,34.0,99.0,29.0,30.0,76.0,85.0,91.0,66.0
Domenico Berardi,87.0,RW,86.0,85.0,84.0,89.0,40.0,75.0,86.0,86.0,86.0,87.0,84.0,82.0,80.0,86.0,80.0,78.0,88.0,82.0,81.0,95.0,90.0,87.0,91.0,88.0,81.0,29.0,69.0,33.0,33.0,69.0,78.0,68.0,90.0
Rodrigo Javier De Paul,87.0,RM,82.0,81.0,86.0,85.0,79.0,84.0,84.0,80.0,80.0,84.0,82.0,75.0,69.0,89.0,81.0,79.0,88.0,88.0,87.0,81.0,83.0,84.0,88.0,85.0,84.0,83.0,61.0,85.0,79.0,71.0,94.0,83.0,79.0
Bremer,87.0,CB,83.0,54.0,63.0,70.0,90.0,85.0,82.0,83.0,53.0,73.0,39.0,41.0,46.0,51.0,52.0,27.0,78.0,78.0,47.0,71.0,71.0,85.0,70.0,67.0,80.0,90.0,92.0,91.0,89.0,88.0,75.0,88.0,88.0
Azzedine Ounahi,87.0,CM,82.0,81.0,85.0,90.0,76.0,84.0,79.0,85.0,79.0,94.0,80.0,64.0,72.0,85.0,70.0,65.0,95.0,93.0,74.0,90.0,86.0,86.0,95.0,89.0,84.0,75.0,73.0,82.0,76.0,80.0,97.0,81.0,77.0
Ritsu Doan,87.0,RM,92.0,82.0,85.0,92.0,50.0,68.0,94.0,91.0,81.0,88.0,87.0,68.0,67.0,90.0,84.0,78.0,87.0,80.0,86.0,98.0,99.0,85.0,91.0,91.0,84.0,55.0,56.0,45.0,52.0,39.0,90.0,68.0,47.0
James Ward-Prowse,87.0,CAM,78.0,83.0,92.0,86.0,77.0,81.0,87.0,71.0,80.0,92.0,89.0,57.0,89.0,88.0,96.0,99.0,91.0,90.0,99.0,83.0,84.0,83.0,90.0,84.0,87.0,77.0,66.0,85.0,75.0,72.0,99.0,71.0,84.0
Victor Osimhen,87.0,ST,94.0,87.0,71.0,83.0,45.0,85.0,90.0,97.0,93.0,84.0,76.0,81.0,80.0,75.0,68.0,52.0,79.0,58.0,69.0,83.0,72.0,89.0,85.0,83.0,84.0,38.0,90.0,48.0,21.0,94.0,85.0,89.0,72.0
Hamari Traoré,87.0,RWB,91.0,65.0,80.0,83.0,82.0,86.0,89.0,93.0,59.0,82.0,66.0,36.0,54.0,73.0,89.0,47.0,83.0,81.0,82.0,82.0,86.0,83.0,84.0,83.0,79.0,80.0,78.0,86.0,83.0,94.0,98.0,80.0,83.0
Ștefan Radu,87.0,CB,82.0,69.0,75.0,79.0,88.0,83.0,81.0,82.0,60.0,87.0,81.0,56.0,62.0,69.0,77.0,58.0,81.0,77.0,52.0,78.0,78.0,88.0,80.0,77.0,88.0,90.0,78.0,89.0,88.0,75.0,76.0,84.0,90.0
Álex Fernández,87.0,CAM,84.0,85.0,88.0,86.0,79.0,78.0,97.0,74.0,83.0,81.0,93.0,54.0,99.0,87.0,85.0,84.0,92.0,86.0,89.0,94.0,84.0,92.0,94.0,79.0,91.0,77.0,68.0,85.0,78.0,63.0,94.0,71.0,79.0
Iago Aspas,87.0,ST,87.0,90.0,83.0,90.0,37.0,75.0,83.0,90.0,95.0,84.0,85.0,89.0,87.0,85.0,84.0,87.0,83.0,77.0,83.0,91.0,75.0,88.0,90.0,91.0,89.0,40.0,78.0,22.0,18.0,79.0,83.0,71.0,75.0
Dušan Tadić,87.0,LW,83.0,87.0,91.0,89.0,50.0,82.0,83.0,83.0,89.0,85.0,83.0,86.0,90.0,93.0,93.0,84.0,92.0,85.0,90.0,77.0,89.0,89.0,92.0,89.0,92.0,48.0,77.0,40.0,30.0,63.0,94.0,86.0,60.0
Azpilicueta,87.0,CB,82.0,60.0,85.0,82.0,88.0,84.0,87.0,78.0,50.0,74.0,65.0,56.0,72.0,81.0,89.0,65.0,88.0,88.0,76.0,76.0,83.0,98.0,88.0,77.0,89.0,87.0,82.0,89.0,88.0,92.0,84.0,77.0,96.0
Domenico Berardi,87.0,RM,87.0,87.0,84.0,88.0,59.0,79.0,87.0,87.0,88.0,89.0,86.0,84.0,82.0,86.0,80.0,78.0,88.0,82.0,81.0,94.0,89.0,86.0,90.0,87.0,80.0,43.0,99.0,49.0,49.0,72.0,82.0,71.0,95.0
Declan Rice,87.0,CDM,82.0,70.0,81.0,84.0,88.0,89.0,79.0,85.0,67.0,81.0,71.0,55.0,78.0,86.0,60.0,63.0,91.0,92.0,63.0,61.0,74.0,90.0,87.0,86.0,92.0,91.0,77.0,90.0,86.0,80.0,98.0,86.0,91.0
James Tavernier,87.0,RB,90.0,82.0,85.0,83.0,80.0,87.0,86.0,93.0,78.0,86.0,84.0,79.0,93.0,84.0,88.0,85.0,82.0,86.0,88.0,85.0,90.0,81.0,82.0,83.0,85.0,79.0,74.0,82.0,81.0,82.0,95.0,85.0,83.0
Danilo,87.0,CB,80.0,75.0,81.0,81.0,88.0,86.0,73.0,86.0,66.0,94.0,77.0,77.0,75.0,71.0,84.0,81.0,85.0,82.0,81.0,68.0,71.0,84.0,86.0,80.0,85.0,89.0,83.0,89.0,87.0,82.0,84.0,87.0,85.0
Jules Koundé,87.0,RB,87.0,48.0,68.0,78.0,88.0,83.0,88.0,86.0,50.0,51.0,43.0,34.0,46.0,66.0,48.0,28.0,86.0,80.0,45.0,75.0,78.0,90.0,78.0,76.0,86.0,89.0,83.0,88.0,86.0,94.0,81.0,85.0,80.0
Anderson Talisca,87.0,CF,86.0,87.0,84.0,88.0,58.0,81.0,90.0,82.0,86.0,89.0,91.0,81.0,80.0,83.0,80.0,92.0,86.0,84.0,90.0,92.0,80.0,84.0,89.0,88.0,82.0,58.0,86.0,61.0,47.0,71.0,89.0,82.0,72.0
Marcos Acuña,87.0,LM,79.0,77.0,85.0,89.0,82.0,85.0,80.0,79.0,69.0,85.0,84.0,71.0,79.0,84.0,89.0,77.0,86.0,80.0,90.0,85.0,92.0,86.0,90.0,89.0,89.0,82.0,62.0,87.0,86.0,65.0,93.0,82.0,86.0
Alexander Sørloth,87.0,ST,91.0,86.0,81.0,85.0,45.0,93.0,83.0,98.0,85.0,95.0,81.0,80.0,81.0,85.0,81.0,74.0,83.0,72.0,91.0,64.0,65.0,85.0,87.0,89.0,93.0,45.0,99.0,29.0,26.0,72.0,91.0,99.0,82.0
Raúl García,87.0,ST,85.0,87.0,87.0,86.0,66.0,89.0,92.0,80.0,85.0,89.0,90.0,77.0,89.0,88.0,85.0,72.0,89.0,87.0,83.0,56.0,67.0,92.0,93.0,88.0,92.0,77.0,99.0,66.0,64.0,97.0,78.0,92.0,91.0
Fabio Quagliarella,87.0,ST,87.0,90.0,85.0,89.0,37.0,75.0,76.0,97.0,87.0,93.0,91.0,96.0,96.0,86.0,76.0,86.0,88.0,84.0,90.0,81.0,87.0,87.0,92.0,90.0,87.0,32.0,84.0,26.0,18.0,82.0,66.0,87.0,54.0
Lucas Vázquez,87.0,RB,88.0,80.0,85.0,86.0,82.0,81.0,87.0,88.0,79.0,88.0,83.0,64.0,61.0,85.0,89.0,76.0,85.0,82.0,89.0,87.0,88.0,87.0,85.0,87.0,81.0,85.0,66.0,84.0,83.0,81.0,99.0,66.0,85.0
Joaquín,87.0,RM,87.0,87.0,91.0,87.0,48.0,75.0,82.0,91.0,87.0,89.0,85.0,76.0,84.0,91.0,92.0,82.0,91.0,90.0,92.0,76.0,76.0,90.0,88.0,89.0,89.0,38.0,71.0,51.0,43.0,44.0,48.0,89.0,78.0
Ante Rebić,87.0,LW,93.0,87.0,82.0,88.0,54.0,87.0,90.0,95.0,87.0,90.0,86.0,88.0,71.0,82.0,84.0,73.0,86.0,74.0,83.0,80.0,77.0,91.0,88.0,90.0,81.0,44.0,82.0,56.0,35.0,72.0,85.0,87.0,91.0
Douglas Luiz,87.0,CDM,78.0,76.0,87.0,87.0,83.0,80.0,80.0,76.0,72.0,89.0,85.0,65.0,49.0,87.0,78.0,71.0,93.0,90.0,90.0,84.0,84.0,87.0,93.0,85.0,92.0,88.0,70.0,85.0,77.0,75.0,87.0,75.0,85.0
Antoine Griezmann,87.0,ST,86.0,87.0,87.0,90.0,56.0,78.0,85.0,86.0,87.0,87.0,86.0,90.0,84.0,90.0,88.0,90.0,86.0,85.0,91.0,95.0,88.0,90.0,90.0,89.0,94.0,53.0,89.0,58.0,54.0,95.0,92.0,69.0,79.0
Mehdi Taremi,87.0,ST,87.0,88.0,80.0,87.0,42.0,80.0,88.0,87.0,91.0,89.0,78.0,82.0,84.0,85.0,76.0,50.0,85.0,72.0,80.0,78.0,70.0,88.0,91.0,87.0,89.0,25.0,81.0,45.0,28.0,82.0,91.0,87.0,51.0
Jonjoe Kenny,87.0,RB,91.0,65.0,80.0,83.0,84.0,83.0,96.0,87.0,40.0,98.0,82.0,68.0,73.0,68.0,85.0,60.0,86.0,82.0,75.0,81.0,87.0,89.0,85.0,81.0,77.0,88.0,76.0,88.0,89.0,88.0,89.0,75.0,92.0
Nicolas Pépé,87.0,LW,92.0,85.0,82.0,87.0,45.0,72.0,91.0,92.0,84.0,88.0,84.0,77.0,94.0,82.0,84.0,88.0,83.0,73.0,90.0,91.0,80.0,79.0,86.0,90.0,80.0,41.0,71.0,42.0,38.0,77.0,77.0,79.0,50.0
Jordan Amavi,87.0,RB,88.0,74.0,81.0,83.0,85.0,87.0,87.0,89.0,67.0,91.0,76.0,68.0,74.0,65.0,87.0,59.0,89.0,80.0,76.0,82.0,83.0,85.0,85.0,83.0,79.0,87.0,79.0,90.0,87.0,93.0,82.0,87.0,89.0
Wout Weghorst,87.0,CB,78.0,83.0,66.0,77.0,86.0,91.0,73.0,82.0,84.0,91.0,75.0,86.0,77.0,74.0,46.0,53.0,82.0,56.0,44.0,69.0,47.0,90.0,88.0,73.0,90.0,56.0,99.0,99.0,63.0,84.0,89.0,94.0,90.0
Kevin-Prince Boateng,87.0,CB,75.0,52.0,75.0,68.0,87.0,85.0,83.0,67.0,50.0,56.0,53.0,54.0,48.0,76.0,71.0,72.0,77.0,76.0,76.0,59.0,62.0,64.0,71.0,69.0,72.0,87.0,97.0,94.0,88.0,92.0,54.0,96.0,95.0
Florian Wirtz,87.0,CAM,85.0,82.0,86.0,92.0,56.0,65.0,83.0,86.0,88.0,75.0,79.0,76.0,67.0,91.0,83.0,58.0,88.0,88.0,82.0,91.0,88.0,86.0,94.0,92.0,86.0,49.0,43.0,63.0,48.0,56.0,86.0,54.0,68.0
Allan Saint-Maximin,87.0,LW,93.0,81.0,81.0,91.0,32.0,75.0,94.0,93.0,80.0,91.0,78.0,70.0,64.0,84.0,82.0,65.0,86.0,72.0,86.0,96.0,92.0,81.0,86.0,95.0,86.0,24.0,63.0,25.0,27.0,81.0,85.0,81.0,47.0
Eric Bailly,87.0,CB,83.0,53.0,70.0,77.0,87.0,88.0,77.0,88.0,42.0,69.0,61.0,53.0,58.0,66.0,61.0,54.0,82.0,70.0,58.0,71.0,70.0,85.0,75.0,78.0,89.0,88.0,86.0,87.0,89.0,99.0,54.0,99.0,99.0
Ryan Gravenberch,87.0,CM,84.0,83.0,86.0,88.0,76.0,80.0,83.0,85.0,83.0,85.0,86.0,75.0,63.0,88.0,83.0,76.0,88.0,86.0,82.0,85.0,82.0,77.0,90.0,89.0,81.0,83.0,65.0,77.0,66.0,80.0,90.0,83.0,58.0
Rodrigo Javier De Paul,87.0,CM,82.0,82.0,87.0,85.0,80.0,84.0,84.0,80.0,81.0,85.0,83.0,76.0,70.0,90.0,82.0,80.0,89.0,89.0,88.0,81.0,83.0,84.0,88.0,85.0,84.0,84.0,62.0,86.0,80.0,71.0,94.0,83.0,79.0
Ousmane Dembélé,87.0,ST,95.0,82.0,84.0,91.0,40.0,64.0,96.0,95.0,80.0,88.0,81.0,81.0,80.0,86.0,90.0,68.0,83.0,81.0,87.0,95.0,86.0,83.0,90.0,94.0,85.0,40.0,47.0,33.0,37.0,66.0,78.0,58.0,62.0
Giorgio Chiellini,87.0,CAM,88.0,87.0,85.0,86.0,70.0,84.0,89.0,88.0,62.0,99.0,93.0,85.0,95.0,71.0,89.0,44.0,92.0,94.0,85.0,79.0,85.0,99.0,82.0,85.0,99.0,72.0,63.0,72.0,69.0,91.0,64.0,92.0,88.0
Ferland Mendy,87.0,LB,95.0,70.0,87.0,82.0,81.0,83.0,94.0,95.0,69.0,75.0,70.0,55.0,54.0,85.0,88.0,51.0,93.0,89.0,81.0,85.0,83.0,86.0,80.0,81.0,82.0,82.0,75.0,84.0,83.0,78.0,89.0,82.0,81.0
Jordi Osei-Tutu,87.0,LM,92.0,84.0,85.0,87.0,77.0,79.0,91.0,92.0,83.0,84.0,88.0,90.0,60.0,78.0,81.0,85.0,89.0,88.0,89.0,99.0,99.0,74.0,84.0,87.0,65.0,78.0,60.0,81.0,80.0,79.0,82.0,78.0,79.0
Kieran Trippier,87.0,RB,88.0,72.0,87.0,83.0,85.0,82.0,93.0,83.0,61.0,89.0,79.0,65.0,74.0,85.0,91.0,89.0,87.0,85.0,91.0,72.0,86.0,91.0,90.0,81.0,85.0,86.0,84.0,86.0,86.0,89.0,98.0,73.0,83.0
Sandro Tonali,87.0,CDM,85.0,78.0,86.0,85.0,84.0,87.0,82.0,87.0,74.0,84.0,87.0,73.0,68.0,83.0,83.0,86.0,89.0,86.0,80.0,87.0,89.0,88.0,89.0,81.0,90.0,86.0,74.0,86.0,80.0,69.0,90.0,86.0,89.0
Mario Götze,87.0,CAM,84.0,84.0,87.0,90.0,62.0,75.0,87.0,83.0,85.0,85.0,77.0,95.0,89.0,90.0,84.0,75.0,89.0,85.0,85.0,84.0,89.0,86.0,94.0,89.0,93.0,73.0,53.0,47.0,60.0,65.0,84.0,75.0,66.0
Sofyan Amrabat,87.0,CDM,78.0,81.0,81.0,87.0,84.0,90.0,79.0,78.0,80.0,82.0,86.0,78.0,65.0,79.0,68.0,67.0,93.0,82.0,80.0,74.0,95.0,86.0,95.0,82.0,95.0,85.0,70.0,84.0,77.0,80.0,90.0,92.0,87.0
Ivan Perišić,87.0,LW,87.0,85.0,88.0,87.0,78.0,85.0,88.0,87.0,85.0,89.0,83.0,86.0,81.0,85.0,95.0,84.0,88.0,88.0,87.0,81.0,80.0,90.0,87.0,88.0,93.0,76.0,84.0,74.0,72.0,95.0,92.0,87.0,71.0
Denzel Dumfries,87.0,RWB,86.0,73.0,78.0,81.0,83.0,93.0,81.0,90.0,78.0,79.0,63.0,44.0,56.0,66.0,86.0,39.0,85.0,79.0,77.0,77.0,67.0,91.0,83.0,80.0,82.0,83.0,89.0,84.0,82.0,94.0,96.0,93.0,87.0
Ángel Correa,87.0,ST,88.0,87.0,83.0,90.0,55.0,80.0,89.0,88.0,89.0,86.0,89.0,83.0,68.0,88.0,81.0,70.0,86.0,72.0,88.0,93.0,91.0,87.0,90.0,90.0,80.0,53.0,78.0,58.0,48.0,53.0,90.0,76.0,85.0
Benjamin Pavard,87.0,RB,81.0,65.0,80.0,79.0,88.0,85.0,83.0,80.0,51.0,89.0,66.0,86.0,60.0,73.0,84.0,57.0,86.0,82.0,70.0,73.0,73.0,88.0,83.0,76.0,86.0,87.0,91.0,92.0,85.0,94.0,85.0,85.0,81.0
Cristiano Ronaldo,87.0,LW,91.0,84.0,75.0,89.0,31.0,73.0,89.0,93.0,85.0,85.0,82.0,79.0,82.0,73.0,77.0,76.0,77.0,72.0,78.0,81.0,70.0,98.0,92.0,89.0,99.0,26.0,82.0,29.0,22.0,92.0,74.0,75.0,61.0
Rodrygo,87.0,RW,94.0,83.0,80.0,90.0,35.0,63.0,94.0,94.0,87.0,80.0,81.0,73.0,81.0,79.0,80.0,79.0,83.0,69.0,86.0,93.0,91.0,84.0,89.0,90.0,88.0,23.0,68.0,39.0,35.0,83.0,91.0,47.0,61.0
Gonçalo Ramos,87.0,ST,88.0,87.0,76.0,85.0,50.0,87.0,89.0,88.0,89.0,92.0,80.0,81.0,68.0,75.0,71.0,53.0,84.0,77.0,71.0,90.0,87.0,86.0,85.0,84.0,77.0,39.0,94.0,51.0,26.0,91.0,92.0,84.0,87.0
Achraf Hakimi,87.0,RB,94.0,78.0,82.0,83.0,80.0,82.0,93.0,95.0,78.0,83.0,76.0,77.0,62.0,80.0,87.0,77.0,84.0,76.0,80.0,85.0,81.0,84.0,85.0,82.0,75.0,83.0,73.0,81.0,81.0,83.0,97.0,76.0,79.0
Eduardo Camavinga,87.0,CM,85.0,73.0,86.0,90.0,83.0,86.0,84.0,85.0,69.0,81.0,76.0,65.0,69.0,85.0,77.0,65.0,93.0,89.0,79.0,90.0,87.0,88.0,92.0,89.0,91.0,82.0,68.0,85.0,84.0,77.0,89.0,86.0,86.0
Serge Gnabry,87.0,RW,85.0,86.0,81.0,87.0,45.0,72.0,88.0,82.0,88.0,89.0,84.0,85.0,70.0,84.0,80.0,64.0,84.0,77.0,76.0,87.0,90.0,84.0,84.0,89.0,84.0,40.0,44.0,46.0,45.0,57.0,79.0,72.0,66.0
Olivier Giroud,87.0,ST,85.0,88.0,78.0,85.0,46.0,87.0,83.0,87.0,91.0,91.0,73.0,91.0,95.0,84.0,69.0,70.0,84.0,65.0,77.0,63.0,62.0,98.0,99.0,80.0,99.0,46.0,99.0,41.0,22.0,91.0,61.0,99.0,85.0
Alphonso Davies,87.0,LW,96.0,80.0,82.0,87.0,79.0,80.0,98.0,95.0,78.0,90.0,76.0,72.0,73.0,82.0,91.0,47.0,87.0,71.0,77.0,88.0,86.0,86.0,86.0,89.0,80.0,99.0,99.0,99.0,99.0,81.0,84.0,78.0,80.0
Lionel Messi,87.0,RW,90.0,81.0,86.0,91.0,35.0,63.0,97.0,84.0,82.0,78.0,83.0,80.0,68.0,90.0,80.0,89.0,87.0,86.0,89.0,88.0,92.0,89.0,90.0,92.0,93.0,41.0,72.0,36.0,25.0,67.0,69.0,67.0,43.0
Benjamin White,87.0,CB,80.0,37.0,75.0,80.0,88.0,84.0,78.0,81.0,28.0,64.0,32.0,27.0,31.0,76.0,59.0,22.0,90.0,88.0,50.0,70.0,61.0,89.0,84.0,80.0,89.0,99.0,99.0,99.0,99.0,87.0,83.0,84.0,86.0
Moise Kean,87.0,ST,92.0,86.0,69.0,87.0,49.0,84.0,91.0,92.0,89.0,95.0,75.0,80.0,74.0,70.0,58.0,53.0,82.0,56.0,81.0,86.0,89.0,84.0,86.0,89.0,81.0,54.0,99.0,63.0,52.0,85.0,78.0,95.0,64.0
Hirving Lozano,87.0,RW,97.0,83.0,80.0,88.0,48.0,70.0,96.0,97.0,84.0,83.0,82.0,81.0,80.0,82.0,81.0,72.0,82.0,72.0,80.0,96.0,88.0,87.0,86.0,89.0,80.0,74.0,99.0,58.0,48.0,76.0,86.0,61.0,72.0
Juan Cuadrado,87.0,RM,94.0,80.0,82.0,90.0,80.0,78.0,95.0,93.0,75.0,90.0,85.0,75.0,69.0,76.0,88.0,73.0,85.0,77.0,86.0,96.0,84.0,85.0,88.0,93.0,77.0,99.0,99.0,99.0,99.0,87.0,84.0,72.0,84.0
Kyle Walker,87.0,RB,93.0,65.0,80.0,80.0,82.0,84.0,89.0,96.0,53.0,89.0,71.0,59.0,65.0,72.0,80.0,74.0,83.0,84.0,79.0,68.0,71.0,87.0,83.0,81.0,77.0,99.0,99.0,99.0,99.0,85.0,88.0,82.0,86.0
Bruno Guimarães,87.0,CM,78.0,76.0,85.0,87.0,84.0,85.0,77.0,78.0,77.0,73.0,76.0,75.0,74.0,88.0,73.0,67.0,90.0,89.0,81.0,80.0,85.0,87.0,89.0,88.0,90.0,99.0,97.0,99.0,99.0,68.0,93.0,83.0,85.0
Christian Pulisic,87.0,LW,92.0,80.0,81.0,91.0,42.0,64.0,96.0,89.0,83.0,87.0,64.0,79.0,69.0,89.0,82.0,64.0,85.0,65.0,78.0,92.0,93.0,83.0,90.0,93.0,85.0,53.0,81.0,52.0,76.0,86.0,82.0,59.0,49.0
Yannick Carrasco,87.0,LM,91.0,84.0,82.0,90.0,55.0,69.0,91.0,91.0,83.0,87.0,84.0,76.0,83.0,82.0,83.0,82.0,82.0,76.0,89.0,90.0,73.0,84.0,89.0,93.0,87.0,65.0,73.0,88.0,82.0,73.0,81.0,63.0,67.0
Martin Terrier,87.0,LW,92.0,87.0,83.0,84.0,42.0,78.0,91.0,93.0,90.0,85.0,86.0,83.0,78.0,85.0,81.0,64.0,86.0,80.0,85.0,79.0,75.0,84.0,86.0,85.0,83.0,44.0,99.0,50.0,55.0,80.0,81.0,84.0,61.0
David Silva,87.0,CAM,84.0,84.0,88.0,87.0,67.0,70.0,95.0,76.0,82.0,84.0,83.0,94.0,88.0,91.0,85.0,79.0,91.0,86.0,84.0,82.0,91.0,84.0,88.0,86.0,92.0,99.0,99.0,99.0,57.0,77.0,86.0,59.0,74.0
